-0.147385	0.102242
0.113107	-0.0124163
0.271546	0.271719
0.253401	0.307767
0.213829	0.221385
0.56846	0.303079
0.426737	0.566994
0.735591	0.872175
0.810772	0.636786
0.8664	0.980476
1.10488	0.904981
1.19443	1.03129
1.30256	1.39641
1.19882	1.49302
1.50134	1.46061
1.55265	1.65388
1.57456	1.7066
1.59511	1.60996
1.6666	1.79461
2.06368	1.72423
2.00181	2.00652
2.29466	2.09759
2.03629	2.37911
2.30028	2.25366
2.56553	2.4119
2.67639	2.32003
2.70808	2.73113
2.50635	2.77538
2.85182	2.89449
3.09978	3.05543
2.92253	2.94041
3.13645	3.23839
3.3366	3.10773
3.31492	3.28717
3.27133	3.26149
3.62096	3.31322
3.59939	3.78214
3.72183	3.85629
3.93682	3.66391
3.98588	3.75217
3.90984	3.8012
3.91075	4.18393
4.09596	4.07236
4.4548	4.36082
4.47254	4.35433
4.4999	4.35901
4.73823	4.63604
4.72246	4.55926
4.76351	4.65673
4.80085	4.89541
5.18444	4.85041
5.0277	5.15171
5.2605	5.24865
5.19914	5.29057
5.2813	5.21135
5.4706	5.35681
5.56413	5.45248
5.53687	5.56488
5.74614	5.70122
6.01326	5.88212
5.98092	6.12358
6.16066	5.9861
6.36357	6.10005
6.2885	6.30238
6.52702	6.50234
6.68055	6.5531
6.72988	6.67559
6.89486	6.88177
6.71573	6.81497
6.74137	6.86561
7.15063	6.97602
7.24771	7.18626
7.28261	7.29669
7.45441	7.30999
7.22608	7.48537
7.56707	7.57282
7.76665	7.74635
7.71758	7.55568
7.99574	7.68621
7.82629	7.90586
7.97589	7.98701
8.04606	7.98461
8.06144	8.2522
8.10024	8.10035
8.49093	8.32767
8.573	8.57222
8.73457	8.68357
8.53782	8.5327
8.85183	8.68554
8.73242	8.85553
9.17902	8.95594
9.17687	9.01361
9.31355	9.16898
9.17759	9.10453
9.59329	9.29762
9.35458	9.45926
9.47075	9.73134
9.89517	9.60287
9.64065	9.68776
9.9784	10.0179
10.1012	10.0678
